city,instance_id,solver,variant,reference_variant,num_customers,total_demand,distance_m,fuel_l,co2_kg,distance_penalty_pct,fuel_penalty_pct,co2_penalty_pct,feasible,infeasible_reason,runtime_seconds,seed
hongkong,2,OR-Tools,SE,AR,20,131,27932.196287756673,117.42649826339886,314.70301534590897,27.18381703595185,27.256531193130414,27.256531193130428,True,,45.000493600033224,100044
hongkong,2,OR-Tools,SM,AR,20,131,29519.749884119454,123.96425027709594,332.22419074261717,34.412433219745225,34.341572945783234,34.34157294578325,True,,45.00041479989886,100044
hongkong,2,OR-Tools,SR,AR,20,131,25368.511648152602,106.52059985520337,285.47520761194505,15.510578212114583,15.437675811284938,15.437675811284944,True,,45.000367900007404,100044
hongkong,2,OR-Tools,AR,AR,20,131,21962.06792556077,92.27541970728949,247.29812481553583,0.0,0.0,0.0,True,,45.0017649999354,100044
hongkong,3,OR-Tools,SE,AR,20,132,29831.348752314254,125.15078883635823,335.40411408144007,19.206572380066948,19.308993376579956,19.308993376579956,True,,45.00192559999414,100045
hongkong,3,OR-Tools,SM,AR,20,132,29831.348752314254,125.15078883635822,335.40411408144,19.206572380066948,19.30899337657994,19.308993376579934,True,,45.00035949994344,100045
hongkong,3,OR-Tools,SR,AR,20,132,25934.259395791916,109.16637050026958,292.5658729407225,3.6337376313924,4.070696605774093,4.070696605774097,True,,45.00123250007164,100045
hongkong,3,OR-Tools,AR,AR,20,132,25024.919479441793,104.89635801497342,281.12223948012877,0.0,0.0,0.0,True,,45.00038179999683,100045
hongkong,4,OR-Tools,SE,AR,20,128,19680.53481816616,82.85416313865521,222.04915721159597,29.484129668547013,29.568857932958593,29.5688579329586,True,,45.00045890000183,100046
hongkong,4,OR-Tools,SM,AR,20,128,18342.201480955504,77.09220661117811,206.60711371795736,20.67883403119647,20.55820477513007,20.558204775130083,True,,45.00033740000799,100046
hongkong,4,OR-Tools,SR,AR,20,128,18018.794867831835,75.85313183881244,203.28639332801737,18.551045116094578,18.620516950315647,18.620516950315658,True,,45.000382700003684,100046
hongkong,4,OR-Tools,AR,AR,20,128,15199.186856755588,63.946047268183484,171.37540667873174,0.0,0.0,0.0,True,,45.001769299968146,100046
